depth	min	max	median	mean
0	-67	-67	-67	-67
1	-64	-62	-63	-63
2	-61	-57	-60	-60
3	-55	-47	-52	-52
4	-49	-37	-44	-43
5	-40	-24	-33	-33
6	-33	-10	-23	-23
7	-28	-1	-17	-16
8	-24	8	-11	-10
9	-20	16	-6	-5
10	-16	24	0	1
11	-12	32	5	6
12	-9	40	11	12
13	-5	47	16	17
14	-1	56	21	23
15	4	64	28	29
16	8	74	34	36
17	12	80	40	41
18	16	88	45	47
19	19	95	51	53
20	23	104	57	58
21	27	110	62	63
22	30	118	67	69
23	34	124	72	74
24	37	130	77	79
25	42	136	82	84
26	45	143	87	88
27	48	149	91	93
28	51	156	96	98
29	54	162	101	103
30	57	168	106	107
31	61	175	110	112
32	64	181	115	117
