depth	min	max	median	mean
0	-64	-64	-64	-64
1	-61	-61	-61	-61
2	-60	-59	-60	-60
3	-58	-56	-57	-57
4	-53	-52	-53	-53
5	-49	-47	-49	-48
6	-45	-43	-44	-44
7	-43	-40	-42	-42
8	-39	-37	-38	-38
9	-36	-33	-35	-35
10	-32	-29	-31	-31
11	-30	-26	-28	-28
12	-27	-23	-25	-25
13	-22	-18	-20	-20
14	-16	-11	-14	-14
15	-13	-7	-10	-10
16	-9	-2	-6	-6
17	-2	7	2	3
18	6	17	12	12
19	14	29	21	21
20	23	42	32	32
21	29	52	39	40
22	35	64	48	48
23	38	71	53	53
24	41	78	57	58
25	44	85	62	62
26	47	91	66	66
27	49	97	69	70
28	53	104	76	76
29	60	115	85	86
30	72	124	97	98
31	74	131	101	101
32	76	136	105	105
33	77	142	108	108
34	80	148	112	112
35	83	153	116	116
36	86	159	121	121
