depth	min	max	median	mean
0	-66	-66	-66	-66
1	-65	-62	-64	-64
2	-63	-58	-61	-61
3	-62	-56	-60	-60
4	-61	-55	-59	-58
5	-60	-54	-58	-58
6	-60	-53	-57	-57
7	-59	-52	-56	-56
8	-58	-51	-55	-55
9	-57	-49	-54	-53
10	-56	-47	-52	-52
11	-54	-45	-50	-50
12	-51	-41	-47	-47
13	-49	-37	-44	-44
14	-46	-32	-40	-40
15	-43	-28	-37	-37
16	-41	-24	-35	-34
17	-39	-21	-33	-32
18	-37	-18	-30	-30
19	-36	-14	-28	-27
20	-34	-11	-26	-25
21	-33	-8	-24	-23
22	-31	-4	-22	-21
23	-28	0	-19	-18
24	-27	5	-17	-15
25	-24	9	-14	-13
26	-22	14	-10	-9
27	-18	19	-6	-4
28	-14	26	0	1
29	-9	33	6	7
30	-4	39	12	13
31	0	45	18	19
32	4	53	24	25
33	8	61	31	32
34	13	68	37	38
35	18	75	43	44
36	22	82	48	49
37	26	88	54	55
38	30	95	59	60
39	34	102	64	65
