depth	min	max	median	mean
0	-66	-66	-66	-66
1	-61	-57	-59	-59
2	-56	-50	-53	-53
3	-50	-41	-46	-46
4	-45	-36	-41	-41
5	-40	-29	-34	-34
6	-33	-19	-26	-26
7	-25	-7	-16	-16
8	-16	7	-5	-5
9	-8	22	6	6
10	-1	36	15	16
11	5	48	23	24
12	10	56	30	30
13	14	63	36	36
14	19	70	41	42
15	23	77	47	48
16	27	84	53	53
17	30	91	57	58
18	34	97	62	63
19	37	102	66	67
20	40	108	71	72
21	44	114	76	76
22	48	119	80	81
23	52	126	85	86
24	55	131	90	91
25	59	137	95	96
26	63	143	100	101
27	67	149	105	106
28	70	155	110	111
29	74	161	115	116
30	77	169	120	121
