labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.09,1060.7666687882,23.566666713799997,2
2,4,0.13,1055.5666687778,21.1333333756,2
3,6,0.12,552.8000011055999,11.3000000226,2
4,8,0.17,974.4500019489,21.7500000435,2
5,10,0.11,728.4500014568999,15.4666666976,2
6,12,0.11,755.7666681781999,16.600000033199997,2
7,14,0.09,694.2333347218,15.0333333634,2
8,16,0.11,667.5000013349999,12.5333333584,2
9,18,0.06,1347.9166693625,31.8500000637,2
10,20,0.06,896.7500017934999,20.5666667078,2
11,22,0.07,1490.0833363135,35.4000000708,2
12,24,0.05,1265.6166691979,44.666666756,2
13,26,0.08,1179.6000023591998,27.833333388999996,2
14,28,0.08,1278.4833358903002,29.350000058699997,2
15,30,0.08,821.7000016433999,18.3666667034,2
16,32,0.06,1169.333335672,27.86666672239999,2
17,34,0.06,1143.7833356209,29.166666725,2
18,36,0.07,1199.5166690657,29.9666667266,2
19,38,0.08,1235.0500024700998,30.8666667284,2
20,40,0.07,1253.0833358395,51.733333436799995,2
