depth	min	max	median	mean
0	-66	-66	-66	-66
1	-62	-60	-61	-61
2	-57	-53	-55	-55
3	-52	-47	-49	-49
4	-49	-44	-46	-46
5	-46	-40	-43	-43
6	-42	-36	-39	-39
7	-38	-32	-35	-35
8	-34	-27	-30	-30
9	-28	-21	-24	-24
10	-21	-12	-17	-17
11	-12	-1	-6	-6
12	-2	11	4	4
13	6	22	14	14
14	13	32	22	22
15	19	41	29	29
16	26	51	37	38
17	32	63	46	46
18	38	73	54	54
19	45	84	63	63
20	50	94	70	71
21	55	102	76	77
22	59	109	82	83
23	63	115	87	88
24	67	122	92	93
25	70	128	96	97
26	73	134	101	102
27	77	140	106	107
28	81	146	111	112
29	84	151	116	116
30	88	157	121	121
31	92	163	126	126
32	95	169	130	131
33	99	174	135	136
34	103	180	140	140
35	107	186	145	145
36	111	191	150	150
37	116	197	155	155
38	120	202	160	160
39	124	207	165	165
40	128	213	170	170
41	132	218	175	175
42	136	224	180	180
43	139	230	184	185
