depth	min	max	median	mean
0	-65	-65	-65	-65
1	-63	-63	-63	-63
2	-61	-61	-61	-61
3	-60	-59	-60	-60
4	-58	-57	-58	-58
5	-56	-56	-56	-56
6	-54	-54	-54	-54
7	-52	-51	-52	-52
8	-50	-49	-50	-50
9	-48	-47	-47	-47
10	-46	-44	-45	-45
11	-43	-42	-42	-42
12	-40	-38	-39	-39
13	-37	-35	-36	-36
14	-34	-32	-33	-33
15	-31	-29	-30	-30
16	-27	-25	-26	-26
17	-23	-21	-22	-22
18	-20	-17	-19	-19
19	-18	-15	-17	-17
20	-17	-14	-15	-15
21	-16	-13	-14	-14
22	-14	-11	-13	-12
23	-12	-9	-11	-11
24	-10	-6	-8	-8
25	-6	-3	-5	-5
26	-2	2	0	0
27	3	7	5	5
28	7	11	9	9
29	11	15	13	13
30	15	20	17	17
31	16	21	19	19
32	17	23	20	20
33	18	24	21	21
34	19	25	22	22
35	21	27	24	24
36	23	30	27	27
37	26	33	29	29
38	28	35	31	31
39	30	38	34	34
40	32	41	36	36
41	34	43	38	38
42	36	45	40	40
43	38	48	42	43
44	39	50	44	44
45	41	51	46	46
46	43	54	48	48
47	45	56	50	50
48	47	60	53	53
49	50	63	56	56
50	53	67	60	60
51	56	72	63	63
52	59	76	67	67
53	62	82	71	71
54	66	88	76	76
55	69	94	80	80
56	72	99	84	84
57	75	105	88	89
58	78	111	92	93
59	81	118	97	97
60	84	124	101	102
61	87	131	106	107
62	91	138	111	111
63	94	145	116	117
64	99	152	122	123
65	103	160	128	129
66	108	168	135	136
67	113	176	141	142
68	117	187	147	148
