depth	min	max	median	mean
0	-65	-65	-65	-65
1	-61	-53	-57	-57
2	-57	-42	-49	-49
3	-54	-38	-45	-45
4	-50	-35	-42	-42
5	-48	-33	-40	-40
6	-45	-31	-37	-37
7	-42	-28	-34	-35
8	-38	-25	-31	-31
9	-35	-22	-28	-28
10	-31	-18	-24	-25
11	-27	-15	-21	-21
12	-23	-11	-17	-17
13	-20	-8	-14	-14
14	-17	-3	-10	-10
15	-14	2	-6	-6
16	-11	8	-3	-3
17	-9	12	1	1
18	-6	17	4	4
19	-4	23	8	8
20	-1	28	12	12
21	2	34	16	17
22	6	40	20	21
23	9	46	25	25
24	12	51	29	30
25	15	57	33	34
26	19	62	38	38
27	22	68	43	43
28	26	73	47	48
29	30	79	52	53
30	34	85	57	58
31	38	90	62	63
32	42	96	67	68
33	46	102	72	73
34	51	107	77	78
35	55	112	82	82
36	59	118	87	87
37	63	123	92	92
38	67	128	97	97
39	71	134	101	101
40	75	138	106	106
41	79	144	111	111
42	83	149	116	116
43	87	154	121	120
44	91	159	125	125
45	95	165	130	130
46	99	169	135	135
47	103	174	140	139
48	107	179	144	144
49	111	184	149	149
50	116	189	154	154
51	120	194	159	158
52	124	198	164	163
53	128	203	169	168
54	132	208	173	173
55	136	213	178	177
56	141	217	183	182
57	145	222	188	187
58	149	226	193	191
59	154	231	198	196
60	158	235	203	201
61	162	240	207	206
62	166	244	212	210
63	170	248	217	215
64	174	252	222	219
65	178	257	227	224
66	182	261	231	229
