depth	min	max	median	mean
0	-60	-60	-60	-60
1	-58	-56	-57	-57
2	-55	-51	-53	-53
3	-53	-48	-51	-51
4	-51	-45	-49	-49
5	-49	-42	-46	-46
6	-46	-38	-43	-43
7	-44	-34	-40	-40
8	-41	-31	-37	-37
9	-39	-27	-34	-34
10	-37	-23	-31	-31
11	-34	-19	-28	-28
12	-32	-15	-25	-25
13	-29	-11	-22	-21
14	-26	-7	-19	-18
15	-24	-2	-15	-15
16	-21	2	-12	-11
17	-18	8	-8	-7
18	-15	13	-4	-3
19	-12	19	1	1
20	-8	25	5	6
21	-5	31	10	11
22	0	38	16	17
23	4	45	21	22
24	9	52	27	28
25	13	59	33	34
26	17	66	38	39
27	21	72	43	44
28	25	78	48	49
29	28	85	53	54
30	32	91	58	59
31	35	97	63	64
32	39	104	68	69
33	43	110	73	74
34	47	115	78	79
35	50	121	83	84
36	55	128	88	89
37	59	134	93	94
38	63	140	98	99
39	67	146	103	104
40	71	151	108	109
41	75	157	114	114
42	79	163	119	119
43	83	169	124	124
44	87	175	129	129
45	91	181	134	134
46	95	186	139	139
47	100	192	144	144
48	104	198	149	149
49	108	204	154	154
50	112	210	159	159
51	116	216	164	164
52	119	223	170	169
53	122	229	175	174
54	126	236	179	179
55	128	244	184	184
