labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,1,0.386704733,139.2,11.81,1,27.525,1.846
2,2,0.392931744,139.2,11.81,1,27.525,1.846
3,3,0.383573514,88.45,7.203,1,22.405,1.233
4,4,0.361366398,88.45,7.203,1,22.405,1.233
5,6,0.447468254,125.4,14.77,1,26.105,3.1559999999999997
6,10,0.593779137,65.03,10.47,1,28.174999999999997,2.637
7,12,0.609603887,50.33,9.343,1,26.869999999999997,2.3659999999999997
8,14,0.591379958,42.29,9.252,1,25.744999999999997,2.3045
9,16,0.562345273,44.81,8.163,1,25.495,2.104
10,18,0.573079342,44.73,5.936,1,22.155,1.354
11,20,0.557454893,45,10.1,1,26.675,2.5425
12,22,0.572359047,47.16,5.927,1,26.64,1.463
13,24,0.586429673,52.54,10.6,1,30.825,2.665
14,28,0.624962306,33.65,6.98,2,25.895,1.8605
15,30,0.59973988,30.65,6.894,2,22.985,1.7585000000000002
16,32,0.583357455,30.79,7,2,27.58,1.9575
17,38,0.580091377,27.43,6.827,2,25.875,1.879
18,40,0.549489666,36.29,7.05,2,30.355,2.004
19,45,0.568981134,26.19,6.666,5,22.67,1.732
20,50,0.565242146,23.9,7.114,5,29.385,2.033
21,55,0.552523722,30.12,6.73,5,21.26,1.724
