depth	min	max	median	mean
0	-59	-59	-59	-59
1	-56	-54	-55	-55
2	-53	-49	-51	-51
3	-49	-45	-47	-47
4	-46	-40	-43	-43
5	-42	-36	-39	-39
6	-38	-32	-35	-35
7	-34	-28	-31	-31
8	-31	-23	-27	-27
9	-27	-20	-24	-24
10	-24	-16	-20	-20
11	-20	-12	-16	-16
12	-17	-8	-13	-13
13	-13	-4	-9	-9
14	-10	1	-5	-5
15	-6	5	-1	-1
16	-3	9	3	3
17	0	13	7	7
18	4	18	11	11
19	9	23	16	16
20	13	28	20	20
21	18	34	25	25
22	22	39	30	31
23	27	46	36	36
24	32	53	41	42
25	37	59	47	47
26	42	67	53	53
27	46	73	58	58
28	50	79	63	63
29	55	83	68	68
30	58	89	73	73
31	62	93	77	77
32	65	98	81	81
33	68	103	86	86
34	71	109	90	90
35	74	116	94	94
36	76	123	98	98
