labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.219294731,183.57500036715,32.166666731,2
2,4,0.216686285,181.07500036215,22.833333379,2
3,6,0.176791831,155.90833364515,25.333333384,2
4,8,0.198160024,122.07500024415,19.833333373,2
5,10,0.197216282,87.07500017414999,17.333333367999998,2
6,12,0.174284594,74.57500014915,16.500000033,2
7,14,0.176351239,82.90833349914999,11.166666689,2
8,16,0.15357727,56.90833344714999,11.66666669,2
9,18,0.141318238,67.90833346915,8.500000017,2
10,20,0.148538341,66.90833346714999,7.666666682,2
11,22,0.180145013,49.07500009814999,7.500000015,2
12,24,0.255013557,49.74166676615,7.166666681,2
13,26,0.254425904,43.40833342015,4.500000009,2
14,28,0.256571736,28.075000056149996,5.500000011,2
15,30,0.257599961,20.74166670815,4.500000009,2
16,32,0.278597795,18.908333371149997,3.166666673,2
17,34,0.270231334,17.575000035149998,2.8333333389999997,2
18,36,0.248791317,17.575000035149998,3.0000000059999996,2
