depth	min	max	median	mean
0	-59	-59	-59	-59
1	-56	-54	-55	-55
2	-52	-49	-51	-51
3	-48	-45	-47	-47
4	-45	-40	-42	-42
5	-41	-36	-38	-38
6	-37	-32	-34	-34
7	-33	-28	-30	-30
8	-29	-23	-26	-26
9	-26	-19	-22	-22
10	-22	-15	-18	-18
11	-19	-11	-14	-14
12	-15	-7	-10	-11
13	-12	-2	-6	-7
14	-8	2	-2	-3
15	-4	6	2	1
16	-1	10	6	5
17	3	15	10	9
18	6	19	14	13
19	11	23	18	18
20	15	28	22	22
21	19	33	26	26
22	23	38	30	30
23	27	43	35	35
24	31	50	39	39
25	35	57	43	43
26	38	64	47	48
27	41	70	51	52
28	45	77	55	57
29	48	82	59	61
30	52	88	63	65
31	55	94	67	69
32	58	99	71	73
33	61	105	74	77
34	64	111	78	81
35	67	118	82	85
36	70	125	86	89
37	73	133	89	93
38	75	141	93	97
39	78	149	97	101
40	80	158	100	105
41	82	164	104	108
