depth	min	max	median	mean
0	-58	-58	-58	-58
1	-57	-53	-56	-56
2	-57	-48	-54	-53
3	-55	-43	-51	-51
4	-54	-38	-48	-48
5	-53	-33	-45	-45
6	-51	-27	-42	-41
7	-49	-22	-38	-38
8	-47	-16	-35	-34
9	-45	-10	-31	-30
10	-43	-3	-28	-27
11	-41	2	-24	-23
12	-40	8	-20	-19
13	-38	14	-17	-15
14	-36	19	-13	-12
15	-34	25	-9	-8
16	-31	30	-5	-4
17	-28	35	0	0
18	-26	40	4	5
19	-23	46	8	9
20	-21	52	12	13
21	-17	56	17	17
22	-15	61	21	22
23	-12	66	26	26
24	-8	71	30	30
25	-6	77	34	35
26	-2	81	39	39
27	1	87	43	43
28	4	92	48	48
29	7	96	52	52
30	10	102	56	56
31	13	107	61	60
32	17	112	65	65
33	20	116	69	69
34	24	120	74	73
35	26	125	79	78
36	30	129	83	82
37	32	134	87	86
38	36	138	92	91
39	39	142	96	95
40	42	147	100	99
41	45	152	105	103
42	49	156	110	108
43	52	161	114	112
44	55	165	119	116
45	59	170	123	121
46	62	173	128	125
47	65	177	132	129
48	68	181	137	133
49	72	186	141	137
50	74	190	145	142
51	77	194	150	146
52	80	198	154	150
53	83	202	159	154
54	85	206	163	159
55	87	210	167	163
56	90	213	172	167
57	92	217	176	171
58	95	221	180	175
59	97	225	185	179
60	98	230	189	184
