depth	min	max	median	mean
0	-60	-60	-60	-60
1	-59	-59	-59	-59
2	-58	-57	-58	-58
3	-58	-56	-57	-57
4	-57	-54	-56	-56
5	-56	-53	-55	-55
6	-55	-52	-55	-54
7	-55	-50	-54	-53
8	-54	-49	-53	-52
9	-53	-48	-52	-51
10	-52	-46	-51	-50
11	-51	-45	-50	-50
12	-51	-44	-49	-49
13	-50	-43	-48	-48
14	-49	-41	-48	-47
15	-48	-40	-47	-46
16	-48	-39	-46	-45
17	-47	-38	-45	-44
18	-46	-36	-44	-43
19	-45	-35	-43	-42
20	-45	-34	-43	-41
21	-44	-33	-42	-41
22	-43	-31	-41	-40
23	-43	-30	-40	-39
24	-42	-29	-40	-38
25	-41	-28	-39	-37
26	-40	-27	-38	-36
27	-40	-25	-37	-36
28	-39	-24	-36	-35
29	-38	-23	-36	-34
30	-38	-22	-35	-33
31	-37	-21	-34	-32
32	-36	-19	-33	-31
33	-36	-18	-33	-31
34	-35	-17	-32	-30
35	-35	-16	-31	-29
36	-34	-15	-30	-28
37	-34	-14	-30	-28
38	-33	-13	-29	-27
39	-32	-12	-28	-26
40	-32	-10	-28	-25
41	-31	-9	-27	-25
42	-31	-8	-26	-24
43	-31	-7	-25	-23
44	-30	-6	-25	-22
45	-30	-5	-24	-22
46	-29	-4	-23	-21
