labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.1,429.228603743,11.500000023,2
2,4,0.15,312.72860350999997,10.666666688,2
3,6,0.13,218.39526998799997,10.166666687,2
4,8,0.19,291.56193680099994,12.333333358,2
5,10,0.17,178.728603242,9.166666685,2
6,14,0.14,171.561936561,9.500000019,2
7,18,0.14,135.061936488,9.000000018,2
8,22,0.19,85.22860305500001,5.166666676999999,2
9,24,0.14,98.228603081,7.666666682,2
10,26,0.17,81.228603046999993,6.333333346,2
11,28,0.16,19.561936257000003,0,2
12,30,0.58,22.228602929,0.500000001,2
