depth	min	max	median	mean
0	-66	-66	-66	-66
1	-64	-62	-63	-63
2	-61	-59	-60	-60
3	-58	-54	-56	-56
4	-54	-50	-52	-52
5	-52	-47	-50	-50
6	-50	-45	-48	-48
7	-48	-43	-46	-46
8	-46	-40	-44	-44
9	-45	-38	-42	-42
10	-43	-36	-40	-40
11	-42	-34	-38	-38
12	-40	-33	-37	-37
13	-38	-31	-35	-35
14	-36	-28	-33	-33
15	-34	-25	-30	-30
16	-31	-22	-27	-27
17	-28	-18	-24	-24
18	-24	-14	-20	-20
19	-21	-9	-17	-17
20	-17	-5	-13	-13
21	-13	1	-9	-8
22	-9	7	-4	-3
23	-5	13	1	2
24	-1	21	7	8
25	3	30	13	14
26	7	37	19	20
27	11	45	24	25
28	14	51	29	30
29	17	57	33	34
30	21	63	38	39
31	24	69	43	44
32	28	75	47	48
33	31	81	52	53
34	35	88	57	58
35	38	93	62	63
36	42	99	67	68
37	46	106	72	73
38	49	111	76	77
39	53	118	81	82
40	57	123	86	87
41	60	129	91	92
42	64	135	96	97
43	68	141	101	102
44	72	147	106	107
45	76	153	111	112
46	80	159	116	117
47	84	165	121	122
48	88	172	126	127
49	92	179	131	132
50	95	187	135	137
