iteration,logOdds,memory,depth_code,accretion
1,-66.9888,0.296853,accRate[2],3.45837
1,-66.9888,0.296853,accRate[4],4.86855
1,-66.9888,0.296853,accRate[6],14.8623
1,-66.9888,0.296853,accRate[8],3.78887
1,-66.9888,0.296853,accRate[10],6.63986
1,-66.9888,0.296853,accRate[12],2.99854
1,-66.9888,0.296853,accRate[14],5.49028
1,-66.9888,0.296853,accRate[16],3.40938
1,-66.9888,0.296853,accRate[18],0.856813
1,-66.9888,0.296853,accRate[20],1.10081
1,-66.9888,0.296853,accRate[22],1.83828
1,-66.9888,0.296853,accRate[24],0.927705
2,-67.0171,0.326281,accRate[2],3.4338
2,-67.0171,0.326281,accRate[4],4.65642
2,-67.0171,0.326281,accRate[6],11.8149
2,-67.0171,0.326281,accRate[8],3.24615
2,-67.0171,0.326281,accRate[10],5.72844
2,-67.0171,0.326281,accRate[12],2.3889
2,-67.0171,0.326281,accRate[14],4.47197
2,-67.0171,0.326281,accRate[16],2.79501
2,-67.0171,0.326281,accRate[18],1.65454
2,-67.0171,0.326281,accRate[20],1.88618
2,-67.0171,0.326281,accRate[22],0.836593
2,-67.0171,0.326281,accRate[24],0.715542
3,-67.0086,0.295863,accRate[2],3.37746
3,-67.0086,0.295863,accRate[4],4.54443
3,-67.0086,0.295863,accRate[6],12.3135
3,-67.0086,0.295863,accRate[8],2.82752
3,-67.0086,0.295863,accRate[10],4.4927
3,-67.0086,0.295863,accRate[12],2.44506
3,-67.0086,0.295863,accRate[14],2.76309
3,-67.0086,0.295863,accRate[16],3.96348
3,-67.0086,0.295863,accRate[18],1.7296
3,-67.0086,0.295863,accRate[20],4.16688
3,-67.0086,0.295863,accRate[22],2.08758
3,-67.0086,0.295863,accRate[24],1.20085
4,-67.0028,0.278458,accRate[2],3.4224
4,-67.0028,0.278458,accRate[4],4.44231
4,-67.0028,0.278458,accRate[6],14.726
4,-67.0028,0.278458,accRate[8],3.04653
4,-67.0028,0.278458,accRate[10],7.24945
4,-67.0028,0.278458,accRate[12],4.25315
4,-67.0028,0.278458,accRate[14],4.78773
4,-67.0028,0.278458,accRate[16],8.02769
4,-67.0028,0.278458,accRate[18],0.98865
4,-67.0028,0.278458,accRate[20],2.45971
4,-67.0028,0.278458,accRate[22],5.63121
4,-67.0028,0.278458,accRate[24],0.940025
5,-67.0119,0.276712,accRate[2],3.41271
5,-67.0119,0.276712,accRate[4],4.58564
5,-67.0119,0.276712,accRate[6],14.1768
5,-67.0119,0.276712,accRate[8],2.52504
5,-67.0119,0.276712,accRate[10],5.47387
5,-67.0119,0.276712,accRate[12],2.45035
5,-67.0119,0.276712,accRate[14],2.44176
5,-67.0119,0.276712,accRate[16],2.69235
5,-67.0119,0.276712,accRate[18],1.54806
5,-67.0119,0.276712,accRate[20],2.4301
5,-67.0119,0.276712,accRate[22],6.18248
5,-67.0119,0.276712,accRate[24],0.537768
6,-67.0149,0.337861,accRate[2],3.3886
6,-67.0149,0.337861,accRate[4],4.09918
6,-67.0149,0.337861,accRate[6],10.7447
6,-67.0149,0.337861,accRate[8],2.5663299999999998
6,-67.0149,0.337861,accRate[10],4.93176
6,-67.0149,0.337861,accRate[12],1.49845
6,-67.0149,0.337861,accRate[14],1.68848
6,-67.0149,0.337861,accRate[16],2.57918
6,-67.0149,0.337861,accRate[18],2.17057
6,-67.0149,0.337861,accRate[20],2.53168
6,-67.0149,0.337861,accRate[22],6.40562
6,-67.0149,0.337861,accRate[24],0.0457332
7,-67.0155,0.375352,accRate[2],3.7015
7,-67.0155,0.375352,accRate[4],4.8408
7,-67.0155,0.375352,accRate[6],10.6589
7,-67.0155,0.375352,accRate[8],2.68909
7,-67.0155,0.375352,accRate[10],4.83106
7,-67.0155,0.375352,accRate[12],2.02899
7,-67.0155,0.375352,accRate[14],2.84292
7,-67.0155,0.375352,accRate[16],2.30044
7,-67.0155,0.375352,accRate[18],2.21196
7,-67.0155,0.375352,accRate[20],4.42546
7,-67.0155,0.375352,accRate[22],8.96791
7,-67.0155,0.375352,accRate[24],5.87292
8,-66.9936,0.240009,accRate[2],3.3942
8,-66.9936,0.240009,accRate[4],4.42746
8,-66.9936,0.240009,accRate[6],12.4868
8,-66.9936,0.240009,accRate[8],2.8618
8,-66.9936,0.240009,accRate[10],5.43072
8,-66.9936,0.240009,accRate[12],1.55147
8,-66.9936,0.240009,accRate[14],3.62554
8,-66.9936,0.240009,accRate[16],6.32068
8,-66.9936,0.240009,accRate[18],2.81903
8,-66.9936,0.240009,accRate[20],7.73725
8,-66.9936,0.240009,accRate[22],11.683
8,-66.9936,0.240009,accRate[24],5.63605
9,-67.0138,0.351538,accRate[2],3.63576
9,-67.0138,0.351538,accRate[4],4.94231
9,-67.0138,0.351538,accRate[6],12.7603
9,-67.0138,0.351538,accRate[8],2.92445
9,-67.0138,0.351538,accRate[10],4.84559
9,-67.0138,0.351538,accRate[12],2.97422
9,-67.0138,0.351538,accRate[14],5.27774
9,-67.0138,0.351538,accRate[16],12.3996
9,-67.0138,0.351538,accRate[18],8.29476
9,-67.0138,0.351538,accRate[20],1.99007
9,-67.0138,0.351538,accRate[22],2.61984
9,-67.0138,0.351538,accRate[24],1.96151
10,-67.0144,0.374639,accRate[2],3.58254
10,-67.0144,0.374639,accRate[4],4.9528
10,-67.0144,0.374639,accRate[6],11.932
10,-67.0144,0.374639,accRate[8],3.11219
10,-67.0144,0.374639,accRate[10],4.78781
10,-67.0144,0.374639,accRate[12],3.49437
10,-67.0144,0.374639,accRate[14],3.34467
10,-67.0144,0.374639,accRate[16],8.23749
10,-67.0144,0.374639,accRate[18],8.54355
10,-67.0144,0.374639,accRate[20],1.43136
10,-67.0144,0.374639,accRate[22],2.40339
10,-67.0144,0.374639,accRate[24],0.721277
11,-67.0134,0.329615,accRate[2],3.38343
11,-67.0134,0.329615,accRate[4],5.18217
11,-67.0134,0.329615,accRate[6],14.1523
11,-67.0134,0.329615,accRate[8],3.96815
11,-67.0134,0.329615,accRate[10],5.56827
11,-67.0134,0.329615,accRate[12],2.66276
11,-67.0134,0.329615,accRate[14],3.51426
11,-67.0134,0.329615,accRate[16],5.94898
11,-67.0134,0.329615,accRate[18],3.0927
11,-67.0134,0.329615,accRate[20],7.36618
11,-67.0134,0.329615,accRate[22],1.94535
11,-67.0134,0.329615,accRate[24],2.89541
12,-67.0138,0.278226,accRate[2],3.60325
12,-67.0138,0.278226,accRate[4],4.30471
12,-67.0138,0.278226,accRate[6],14.6195
12,-67.0138,0.278226,accRate[8],2.84148
12,-67.0138,0.278226,accRate[10],5.78892
12,-67.0138,0.278226,accRate[12],2.69366
12,-67.0138,0.278226,accRate[14],3.05598
12,-67.0138,0.278226,accRate[16],9.11214
12,-67.0138,0.278226,accRate[18],3.77597
12,-67.0138,0.278226,accRate[20],2.69952
12,-67.0138,0.278226,accRate[22],3.45073
12,-67.0138,0.278226,accRate[24],1.28204
13,-67.0142,0.253171,accRate[2],2.92841
13,-67.0142,0.253171,accRate[4],4.08211
13,-67.0142,0.253171,accRate[6],14.4644
13,-67.0142,0.253171,accRate[8],3.32329
13,-67.0142,0.253171,accRate[10],3.86352
13,-67.0142,0.253171,accRate[12],2.27524
13,-67.0142,0.253171,accRate[14],3.99246
13,-67.0142,0.253171,accRate[16],1.97537
13,-67.0142,0.253171,accRate[18],1.02356
13,-67.0142,0.253171,accRate[20],2.72829
13,-67.0142,0.253171,accRate[22],3.79132
13,-67.0142,0.253171,accRate[24],8.14094
14,-67.0018,0.273279,accRate[2],3.66145
14,-67.0018,0.273279,accRate[4],5.06691
14,-67.0018,0.273279,accRate[6],13.6155
14,-67.0018,0.273279,accRate[8],3.95463
14,-67.0018,0.273279,accRate[10],6.23988
14,-67.0018,0.273279,accRate[12],3.41223
14,-67.0018,0.273279,accRate[14],4.43444
