depth	min	max	median	mean
0	-65	-65	-65	-65
1	-62	-61	-62	-62
2	-60	-57	-58	-58
3	-57	-53	-55	-55
4	-54	-49	-51	-51
5	-51	-44	-47	-47
6	-48	-39	-44	-44
7	-45	-35	-40	-40
8	-42	-31	-36	-36
9	-40	-27	-33	-33
10	-37	-22	-30	-30
11	-35	-18	-26	-26
12	-32	-13	-22	-22
13	-30	-8	-18	-18
14	-27	-2	-14	-14
15	-25	4	-10	-10
16	-22	10	-6	-6
17	-20	17	-1	-2
18	-18	24	2	3
19	-16	29	6	6
20	-13	36	10	10
21	-11	42	14	14
22	-10	49	17	18
23	-8	54	21	22
24	-6	61	24	25
25	-4	67	28	29
26	-3	74	32	33
27	-1	80	36	37
28	1	87	39	41
29	2	94	43	45
30	4	100	47	49
31	5	107	51	53
32	6	115	55	57
33	7	122	59	61
34	8	130	63	65
35	9	139	67	69
36	10	147	70	73
