depth	min	max	median	mean
0	-65	-65	-65	-65
1	-60	-59	-60	-60
2	-58	-57	-57	-57
3	-57	-55	-56	-56
4	-56	-54	-55	-55
5	-55	-53	-54	-54
6	-54	-52	-53	-53
7	-53	-51	-52	-52
8	-50	-48	-49	-49
9	-47	-44	-46	-46
10	-44	-41	-43	-43
11	-40	-37	-39	-39
12	-37	-33	-35	-35
13	-35	-30	-32	-32
14	-33	-27	-30	-30
15	-29	-23	-26	-26
16	-25	-17	-21	-21
17	-22	-13	-18	-18
18	-18	-8	-14	-14
19	-16	-5	-11	-11
20	-13	-1	-8	-8
21	-11	2	-5	-5
22	-9	4	-3	-3
23	-8	7	-1	-1
24	-5	11	2	2
25	-2	16	6	6
26	2	23	11	11
27	7	33	18	19
28	13	46	26	27
29	22	56	37	37
30	31	68	49	49
31	34	76	54	55
32	37	82	59	59
33	39	90	63	64
34	42	96	68	68
35	46	103	73	73
36	49	110	78	78
