depth	min	max	median	mean
0	-60	-60	-60	-60
1	-59	-58	-58	-58
2	-57	-55	-56	-56
3	-55	-53	-54	-54
4	-53	-50	-52	-52
5	-51	-48	-49	-49
6	-49	-46	-48	-48
7	-47	-44	-45	-45
8	-45	-42	-43	-43
9	-42	-39	-41	-41
10	-40	-36	-38	-38
11	-38	-34	-36	-36
12	-36	-31	-33	-33
13	-33	-28	-30	-30
14	-31	-25	-28	-28
15	-29	-22	-25	-25
16	-26	-19	-23	-23
17	-24	-16	-20	-20
18	-21	-11	-16	-16
19	-18	-7	-13	-13
20	-15	-3	-9	-9
21	-11	2	-4	-4
22	-8	8	0	0
23	-5	12	4	4
24	-2	17	7	7
25	0	22	11	11
26	4	29	16	16
27	8	36	21	21
28	12	46	28	28
29	16	57	35	36
30	20	69	43	44
31	24	84	51	52
