depth	min	max	median	mean
0	-66	-66	-66	-66
1	-65	-63	-64	-64
2	-63	-60	-62	-62
3	-62	-58	-60	-60
4	-60	-56	-58	-58
5	-59	-54	-57	-57
6	-58	-52	-55	-55
7	-56	-49	-53	-53
8	-55	-47	-51	-51
9	-54	-44	-49	-49
10	-52	-41	-47	-47
11	-51	-39	-46	-45
12	-50	-36	-44	-43
13	-49	-33	-42	-41
14	-47	-29	-40	-39
15	-46	-26	-38	-37
16	-45	-22	-37	-35
17	-44	-18	-35	-33
18	-43	-13	-33	-31
19	-42	-8	-31	-28
20	-41	-3	-30	-26
21	-40	3	-28	-23
22	-38	9	-26	-21
23	-37	15	-25	-19
24	-36	20	-23	-16
25	-36	26	-21	-14
26	-35	32	-20	-11
27	-34	38	-18	-9
28	-33	43	-16	-7
29	-32	49	-15	-4
30	-31	55	-13	-2
31	-31	61	-11	1
32	-30	68	-10	3
33	-29	73	-8	5
34	-29	80	-7	8
35	-28	86	-5	10
36	-27	92	-4	13
37	-27	98	-2	15
38	-26	105	-1	17
39	-26	111	1	20
40	-25	117	2	22
41	-25	125	4	24
42	-24	133	5	27
