depth	min	max	median	mean
0	-57	-57	-57	-57
1	-57	-56	-57	-57
2	-57	-56	-56	-56
3	-56	-55	-56	-56
4	-56	-54	-55	-55
5	-56	-54	-55	-55
6	-56	-53	-54	-54
7	-55	-52	-54	-54
8	-55	-52	-53	-53
9	-54	-51	-53	-52
10	-54	-50	-52	-52
11	-53	-48	-51	-51
12	-52	-47	-49	-49
13	-51	-45	-48	-48
14	-49	-43	-46	-46
15	-47	-40	-43	-43
16	-45	-37	-40	-41
17	-40	-34	-36	-36
18	-37	-28	-33	-32
19	-33	-25	-29	-29
20	-30	-21	-26	-26
21	-27	-18	-23	-23
22	-24	-15	-19	-19
23	-21	-12	-16	-16
24	-17	-8	-13	-13
25	-14	-4	-9	-9
26	-10	1	-5	-5
27	-7	4	-1	-1
28	-4	8	2	2
29	0	13	6	6
30	3	18	10	10
31	7	23	15	15
32	11	29	19	19
33	16	35	25	25
34	21	42	30	30
35	26	51	37	38
36	32	61	44	45
37	39	72	54	54
38	45	85	63	63
39	51	97	73	73
40	56	113	83	83
41	59	122	89	89
42	62	132	94	95
43	63	138	98	99
44	65	146	102	103
45	67	153	107	107
46	70	162	111	112
