labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,1.2081745157140915,9.486266849063838,1.3948029066837588,2
2,4,1.4,11.725307463263116,1.4582843016779412,2
3,6,1.4,12.142934416224827,1.5049089518385748,2
4,8,1.4,9.965910410907949,1.297843620626119,2
5,10,1.4,14.831983315273012,1.7733057150632012,2
6,12,1.4,17.737824510091748,2.0616971828858626,2
7,14,1.4,19.872349742952338,2.23861558837356,2
8,16,1.4,27.086217713114195,2.994474886658064,2
9,18,1.4,86.41676273434688,9.011114607240488,2
10,20,0.26,86.27405594627966,9.290818267109897,2
11,22,0.26,68.59416236666864,7.150190071680062,2
12,24,0.26,62.73741317092317,6.51477011286725,2
13,26,0.26,60.57197899949612,6.269897491514756,2
14,28,0.26,40.68265445080944,4.313721222657399,2
15,30,0.26,42.68126897997295,4.503069111524305,2
16,32,0.26,36.721961269521856,4.426847760891674,2
17,34,0.26,33.685157853756266,3.980691673861872,2
18,36,0.26,31.38174021467092,3.718030404776921,2
19,38,0.26,27.665158986580124,3.5115157743319596,2
20,40,0.26,19.31923515672552,2.377273622074822,2
21,42,0.26,10.773973444264405,1.5852705709759227,2
22,44,0.26,7.741352909807838,1.1743331198816869,2
23,46,0.26,8.082991015120426,1.1134941748255225,2
