labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.19392853,89.31198002404328,48.2645389662694,2
2,4,0.32592103,64.30417135098666,34.750222568437636,2
3,6,0.332400404,53.53438521988055,28.930188545642196,2
4,8,0.409304073,39.96507128568311,21.59727888507586,2
5,10,0.361147324,45.14597406166051,24.39705875608867,2
6,12,0.341963848,40.57685619001776,21.92788981035471,2
7,14,0.2889122,38.720473080242826,20.92469320768241,2
8,16,0.284441715,35.40242756161165,19.13160859369537,2
9,18,0.356761721,29.507646621229824,15.946046205333923,2
10,20,0.26520165,25.95583400005259,14.026632946221907,2
