iteration,logOdds,memory,depth_code,accretion
1,-58.9917,0.545342,accRate[2],4.31417
1,-58.9917,0.545342,accRate[4],4.44378
1,-58.9917,0.545342,accRate[6],6.06335
1,-58.9917,0.545342,accRate[8],3.53439
1,-58.9917,0.545342,accRate[10],2.17
1,-58.9917,0.545342,accRate[12],3.86532
1,-58.9917,0.545342,accRate[14],4.63645
1,-58.9917,0.545342,accRate[16],3.42192
1,-58.9917,0.545342,accRate[18],5.924
1,-58.9917,0.545342,accRate[20],1.80472
1,-58.9917,0.545342,accRate[22],1.64833
2,-58.9915,0.477467,accRate[2],2.11055
2,-58.9915,0.477467,accRate[4],3.75497
2,-58.9915,0.477467,accRate[6],4.57447
2,-58.9915,0.477467,accRate[8],4.07926
2,-58.9915,0.477467,accRate[10],6.83689
2,-58.9915,0.477467,accRate[12],5.25614
2,-58.9915,0.477467,accRate[14],3.91824
2,-58.9915,0.477467,accRate[16],2.55352
2,-58.9915,0.477467,accRate[18],2.44869
2,-58.9915,0.477467,accRate[20],0.889034
2,-58.9915,0.477467,accRate[22],0.107592
3,-58.991,0.758155,accRate[2],2.987
3,-58.991,0.758155,accRate[4],3.15927
3,-58.991,0.758155,accRate[6],4.14801
3,-58.991,0.758155,accRate[8],3.26735
3,-58.991,0.758155,accRate[10],3.39582
3,-58.991,0.758155,accRate[12],3.33112
3,-58.991,0.758155,accRate[14],3.36246
3,-58.991,0.758155,accRate[16],2.83593
3,-58.991,0.758155,accRate[18],2.57577
3,-58.991,0.758155,accRate[20],3.02086
3,-58.991,0.758155,accRate[22],3.21157
4,-58.9889,0.907372,accRate[2],2.60034
4,-58.9889,0.907372,accRate[4],2.80749
4,-58.9889,0.907372,accRate[6],2.79752
4,-58.9889,0.907372,accRate[8],2.96182
4,-58.9889,0.907372,accRate[10],3.16871
4,-58.9889,0.907372,accRate[12],2.69618
4,-58.9889,0.907372,accRate[14],2.81178
4,-58.9889,0.907372,accRate[16],2.95115
4,-58.9889,0.907372,accRate[18],2.86177
4,-58.9889,0.907372,accRate[20],3.14039
4,-58.9889,0.907372,accRate[22],2.41091
5,-58.9806,0.992039,accRate[2],3.50449
5,-58.9806,0.992039,accRate[4],3.52882
5,-58.9806,0.992039,accRate[6],3.51536
5,-58.9806,0.992039,accRate[8],3.52057
5,-58.9806,0.992039,accRate[10],3.42775
5,-58.9806,0.992039,accRate[12],3.40349
