depth	min	max	median	mean
0	-67	-67	-67	-67
1	-65	-64	-64	-64
2	-62	-61	-61	-61
3	-59	-57	-58	-58
4	-55	-53	-54	-54
5	-50	-48	-49	-49
6	-45	-42	-43	-43
7	-40	-36	-38	-38
8	-35	-31	-33	-33
9	-32	-27	-29	-29
10	-28	-23	-25	-26
11	-23	-16	-19	-19
12	-17	-9	-13	-13
13	-12	-2	-6	-6
14	-6	6	0	0
15	-2	13	6	6
16	3	20	12	11
17	6	25	16	16
18	9	30	20	20
19	12	37	26	25
20	16	45	32	31
21	21	57	39	39
22	25	69	47	47
23	27	79	52	52
24	29	90	57	58
25	31	97	61	62
26	33	103	64	65
27	35	110	68	69
28	37	118	72	73
29	39	125	76	78
30	41	133	80	82
