depth	min	max	median	mean
0	-58	-58	-58	-58
1	-57	-52	-56	-55
2	-57	-46	-53	-53
3	-55	-40	-50	-50
4	-54	-33	-47	-46
5	-53	-25	-44	-42
6	-50	-19	-40	-38
7	-48	-10	-36	-34
8	-46	-3	-31	-30
9	-43	4	-27	-25
10	-41	13	-22	-20
11	-38	19	-17	-15
12	-36	26	-13	-11
13	-33	33	-8	-6
14	-30	40	-3	-1
15	-28	48	1	3
16	-25	54	6	8
17	-22	61	11	13
18	-19	68	16	18
19	-15	75	21	24
20	-13	83	26	29
21	-9	88	31	34
22	-6	96	36	38
23	-4	102	41	43
24	-1	108	46	48
25	2	115	50	53
26	6	121	55	58
27	9	127	60	63
28	12	134	65	68
29	15	140	70	72
30	18	147	75	77
31	22	153	80	82
32	24	159	85	87
33	27	166	90	92
34	30	172	95	97
35	32	180	100	102
