depth	min	max	median	mean
0	-67	-67	-67	-67
1	-61	-57	-59	-59
2	-55	-47	-50	-50
3	-50	-44	-47	-47
4	-49	-37	-45	-45
5	-37	-25	-31	-31
6	-27	-11	-18	-18
7	-24	-6	-15	-15
8	-22	1	-11	-11
9	-20	3	-9	-9
10	-19	5	-6	-7
11	2	34	17	18
12	10	84	39	42
13	16	90	44	47
14	21	97	50	53
15	24	103	56	58
16	27	111	61	64
17	30	118	66	69
18	33	126	72	74
19	38	132	78	80
20	42	139	83	86
21	46	145	89	90
22	49	151	94	95
23	52	157	98	100
24	55	163	103	105
25	58	169	108	110
26	61	176	113	115
27	65	181	118	119
28	69	187	123	124
29	73	192	128	129
30	76	198	132	134
31	79	203	137	138
32	83	209	141	143
33	87	215	146	148
34	91	220	151	153
35	95	226	157	158
