labID,age,error,depth,cc
surface,-65,1,0,0
C14_1,6.5,0.5,2.5,1
C14_2,36,31,22.5,1
C14_3,27.5,19.5,42.5,1
C14_4,553.5,22.5,62.5,1
C14_5,895,82,82.5,1
C14_6,738,12,102.5,1
C14_7,120,8,122.5,1
C14_8,1503.5,81.5,142.5,1
C14_9,599,20,162.5,1
C14_10,4186,110,182.5,1
