depth	min	max	median	mean
0	-61	-61	-61	-61
1	-57	-54	-55	-55
2	-53	-46	-50	-50
3	-47	-39	-43	-43
4	-43	-28	-37	-37
5	-36	-18	-29	-28
6	-30	-7	-21	-20
7	-23	-1	-14	-13
8	-17	7	-7	-6
9	-13	14	-2	-1
10	-10	21	3	4
11	-5	27	9	10
12	0	35	15	15
13	4	45	21	22
14	8	55	27	28
15	14	64	34	35
16	18	72	40	42
17	23	80	48	49
18	27	90	55	56
19	33	97	61	62
20	37	106	68	69
21	41	112	73	74
22	44	119	78	79
23	49	125	83	84
24	53	131	88	89
25	56	137	93	94
26	59	144	98	99
27	64	149	103	104
28	67	155	108	109
29	71	160	113	114
30	74	166	118	119
31	78	171	123	124
32	81	177	128	129
33	85	183	133	133
34	89	189	138	138
35	93	194	143	143
36	96	199	148	148
37	99	205	153	153
38	102	211	158	158
39	106	216	163	162
40	109	222	167	167
41	113	228	172	172
42	116	235	177	177
