depth	min	max	median	mean
0	-64	-64	-64	-64
1	-63	-63	-63	-63
2	-63	-62	-63	-62
3	-61	-60	-61	-61
4	-58	-56	-57	-57
5	-56	-54	-55	-55
6	-53	-52	-52	-52
7	-52	-50	-51	-51
8	-50	-48	-49	-49
9	-48	-46	-47	-47
10	-46	-44	-45	-45
11	-43	-41	-42	-42
12	-40	-38	-39	-39
13	-38	-35	-37	-37
14	-34	-31	-33	-33
15	-31	-28	-29	-29
16	-28	-25	-27	-27
17	-25	-21	-23	-23
18	-21	-17	-19	-19
19	-16	-12	-14	-14
20	-11	-6	-9	-9
21	-5	1	-2	-2
22	2	9	5	5
23	8	15	12	12
24	13	21	17	17
25	19	29	24	24
26	24	35	29	29
27	31	45	37	37
28	42	61	50	50
29	54	78	64	64
30	67	94	79	79
31	70	100	83	83
32	72	105	86	87
33	74	109	89	90
34	76	114	92	93
35	78	119	95	96
36	81	125	99	100
37	86	132	105	106
38	90	140	112	113
39	94	147	117	118
40	97	154	122	123
41	100	160	127	128
42	104	167	132	133
43	107	173	136	137
44	111	179	141	142
45	114	185	146	147
46	118	190	151	152
