depth	min	max	median	mean
0	-60	-60	-60	-60
1	-58	-51	-56	-55
2	-57	-42	-51	-51
3	-54	-34	-47	-46
4	-52	-26	-42	-41
5	-49	-19	-37	-36
6	-47	-11	-33	-32
7	-44	-3	-28	-27
8	-42	5	-23	-22
9	-39	13	-18	-17
10	-36	22	-14	-12
11	-34	29	-9	-7
12	-32	38	-4	-2
13	-30	45	0	2
14	-28	53	5	7
15	-26	62	10	12
16	-25	71	14	17
