depth	min	max	median	mean
0	-67	-67	-67	-67
1	-65	-64	-64	-64
2	-62	-61	-62	-62
3	-58	-57	-58	-58
4	-55	-52	-53	-53
5	-50	-47	-48	-48
6	-45	-41	-43	-43
7	-41	-36	-39	-39
8	-37	-32	-34	-34
9	-32	-26	-29	-29
10	-27	-20	-23	-23
11	-21	-12	-16	-16
12	-15	-4	-9	-9
13	-7	7	0	0
14	1	19	10	10
15	8	32	20	20
16	15	47	30	30
17	22	62	41	41
18	27	79	51	51
19	30	88	58	58
20	34	99	64	64
21	36	107	69	70
22	38	116	74	75
23	41	122	78	79
24	43	129	82	83
25	45	135	86	88
26	47	142	90	92
27	49	148	95	96
28	51	154	99	100
29	53	162	103	104
30	55	170	107	109
