depth	min	max	median	mean
0	-60	-60	-60	-60
1	-59	-58	-59	-59
2	-59	-57	-58	-58
3	-58	-53	-56	-56
4	-57	-48	-54	-54
5	-56	-46	-53	-52
6	-55	-45	-52	-51
7	-53	-43	-50	-49
8	-52	-39	-48	-47
9	-51	-38	-47	-46
10	-50	-37	-46	-45
11	-49	-35	-44	-44
12	-48	-32	-43	-42
13	-48	-32	-42	-42
14	-47	-32	-42	-41
15	-47	-30	-41	-40
16	-46	-29	-40	-40
17	-46	-28	-40	-39
18	-45	-27	-39	-38
19	-44	-26	-38	-37
20	-43	-24	-36	-36
21	-41	-21	-34	-33
22	-39	-18	-32	-31
23	-37	-17	-30	-29
24	-36	-15	-28	-27
25	-33	-11	-25	-24
26	-31	-8	-22	-21
27	-29	-6	-20	-19
28	-27	-5	-18	-17
29	-24	0	-15	-14
30	-22	4	-12	-11
31	-19	6	-9	-9
32	-17	8	-7	-6
33	-14	14	-2	-2
34	-11	20	2	3
35	-8	23	5	5
36	-5	26	8	8
37	-2	33	12	13
38	1	40	16	17
39	5	44	20	21
40	8	49	23	25
41	13	59	30	32
42	17	70	36	38
43	22	74	41	43
44	26	81	46	48
45	32	90	55	57
46	38	103	64	66
47	44	109	70	71
48	48	117	76	77
49	53	125	83	84
50	58	136	90	92
51	63	142	96	97
52	66	150	102	103
53	69	155	106	108
54	71	163	110	112
55	75	169	115	117
56	78	175	120	122
57	81	181	124	126
58	84	188	129	131
59	88	194	134	135
60	91	200	138	140
61	95	206	143	145
62	98	212	149	151
63	102	218	154	156
64	106	224	159	161
65	110	229	164	165
66	113	236	168	170
