labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.06,218.3166671033,14.5666666958,2
2,4,0.16,181.4833336963,8.633333350600001,2
3,6,0.17,171.5166670097,7.833333348999998,2
4,8,0.09,223.1833337797,13.2000000264,2
5,10,0.14,184.9333337032,7.8500000157,2
6,12,0.24,150.93333363519997,6.750000013499999,2
7,14,0.17,167.6166670019,8.5166666837,2
8,16,0.2,170.26666700719997,7.4000000148,2
9,18,0.17,209.7333337528,9.5500000191,2
10,20,0.16,212.1333337576,9.3000000186,2
11,22,0.12,201.03333373539996,9.6166666859,2
12,24,0.14,229.1166671249,9.7666666862,2
13,26,0.14,183.9833337013,8.8166666843,2
14,28,0.18,164.21666699509998,10.033333353399998,2
15,30,0.21,177.10000035419998,7.6833333487,2
16,32,0.23,178.70000035739997,7.6166666819,2
17,34,0.21,163.6500003273,6.0500000121,2
18,36,0.18,158.86666698439998,7.666666682,2
19,38,0.19,181.3500003627,7.2833333479,2
20,40,0.18,165.78333366489997,7.8000000156,2
21,42,0.17,146.7000002934,7.900000015799999,2
22,44,0.17,158.1000003162,7.666666682,2
23,46,0.14,150.2833336339,8.8000000176,2
