depth	min	max	median	mean
0	-66	-66	-66	-66
1	-66	-65	-65	-65
2	-65	-63	-64	-64
3	-64	-62	-64	-63
4	-64	-61	-63	-63
5	-63	-59	-62	-62
6	-63	-58	-61	-61
7	-62	-56	-60	-59
8	-61	-54	-58	-58
9	-60	-53	-57	-57
10	-59	-52	-56	-56
11	-58	-51	-55	-55
12	-58	-50	-55	-54
13	-57	-49	-54	-54
14	-56	-47	-53	-53
15	-55	-46	-52	-51
16	-54	-44	-50	-50
17	-52	-41	-48	-47
18	-50	-37	-45	-45
19	-48	-33	-42	-42
20	-45	-27	-39	-38
21	-43	-23	-36	-35
22	-41	-18	-33	-33
23	-38	-10	-28	-27
24	-35	-1	-23	-22
25	-33	5	-20	-19
26	-31	12	-17	-15
27	-29	16	-14	-12
28	-27	21	-11	-9
29	-23	28	-7	-5
30	-21	34	-3	0
31	-17	40	3	5
32	-13	48	8	11
33	-10	55	13	16
34	-7	63	18	20
35	-4	70	22	25
36	-1	77	27	30
37	4	83	33	36
38	9	91	39	42
39	13	97	45	48
40	17	104	52	54
41	21	110	57	59
42	23	117	61	64
43	28	123	67	69
44	31	129	72	74
45	35	136	77	79
46	38	142	82	84
