depth	min	max	median	mean
0	-67	-67	-67	-67
1	-66	-64	-65	-65
2	-64	-62	-63	-63
3	-62	-59	-60	-60
4	-59	-55	-58	-58
5	-56	-51	-54	-54
6	-53	-46	-50	-50
7	-48	-41	-44	-44
8	-44	-32	-39	-39
9	-42	-29	-36	-36
10	-39	-26	-33	-33
11	-36	-21	-29	-29
12	-33	-17	-26	-26
13	-30	-12	-22	-22
14	-27	-7	-18	-18
15	-24	-1	-13	-13
16	-20	6	-9	-8
17	-17	13	-4	-3
18	-13	22	1	2
19	-9	29	7	7
20	-6	37	11	12
21	-3	45	17	18
22	0	53	22	23
23	4	60	27	28
24	7	67	31	33
25	11	74	37	38
26	15	82	43	44
27	19	88	48	49
28	22	96	53	55
29	26	102	58	60
30	29	110	63	65
31	33	115	68	70
32	36	122	73	75
33	40	128	78	80
34	43	134	83	85
35	46	141	88	90
36	50	148	93	95
37	53	154	98	100
38	56	160	103	105
39	60	166	108	110
40	63	172	113	115
41	67	179	118	120
42	70	185	123	125
43	74	192	128	130
44	77	199	133	135
