depth	min	max	median	mean
0	-67	-67	-67	-67
1	-66	-66	-66	-66
2	-66	-65	-65	-65
3	-65	-64	-64	-64
4	-64	-62	-64	-63
5	-64	-61	-62	-62
6	-63	-60	-61	-61
7	-62	-59	-61	-60
8	-61	-58	-60	-60
9	-60	-57	-59	-59
10	-59	-55	-57	-57
11	-58	-54	-56	-56
12	-57	-52	-55	-55
13	-55	-50	-53	-53
14	-54	-49	-52	-51
15	-53	-47	-50	-50
16	-51	-45	-48	-48
17	-50	-43	-47	-47
18	-48	-41	-45	-45
19	-46	-40	-43	-43
20	-45	-38	-41	-41
21	-43	-36	-40	-40
22	-41	-34	-38	-38
23	-40	-32	-36	-36
24	-38	-30	-34	-34
25	-37	-28	-33	-32
26	-35	-26	-31	-31
27	-34	-24	-29	-29
28	-32	-23	-28	-28
29	-30	-21	-26	-26
30	-28	-19	-24	-24
31	-26	-17	-22	-22
32	-24	-14	-19	-19
33	-21	-12	-17	-16
34	-18	-8	-14	-13
35	-15	-5	-11	-11
36	-13	-1	-7	-7
37	-10	4	-3	-3
38	-6	11	1	2
39	-2	18	7	7
40	3	26	13	13
41	8	36	20	20
42	13	46	27	28
43	18	58	36	36
44	23	71	44	45
