labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,1.032,0.17459540987548233,164.591947,35.2952213,1.032,20.8269411,0.908989330963644
2,2.064,0.14114652526421176,133.191786,32.5850305,1.032,23.7048159,4.8240674
3,3.096,0.2671900565611142,139.048072,27.4152018,1.032,18.674118299999996,1.1091062198463515
4,4.128,0.24053957170138388,135.605074,26.536936499999996,1.032,23.3148433,1.1785198493920035
5,5.16,0.23874603196200864,140.681215,29.745754100000003,1.032,19.59347765,1.689662166380374
6,6.192,0.17837826305817864,172.85693300000003,33.8889475,1.032,27.1294767,1.38465396
7,7.224,0.22040645659881977,131.729028,41.184071,1.032,8.69726884,1.2802241617359442
8,8.256,0.19149825886293925,130.214988,29.3111336,1.032,20.0676974,3.6853590923696777
9,9.288,0.20770642696542696,132.72299600000002,29.451145300000004,1.032,13.70871793,0.9468728804462944
10,10.32,0.2012174759717367,138.854266,30.0041473,1.032,12.4241301,1.3975739900000002
11,11.352,0.26300618304936746,163.287512,33.1392424,1.032,20.6570223,1.0286777
12,12.384,0.309594009307716,139.025761,26.5276606,1.032,NA,NA
13,13.416,0.3616919180400253,158.928579,37.531505,1.032,17.52423785,1.0099393675742523
14,14.448,0.21246183338708025,127.590541,26.0849186,1.032,17.20769545,1.0372032564832852
15,15.48,0.3181417418332243,100.87987099999998,31.8337603,1.032,15.46965745,0.7679149920044391
16,16.512,0.4583093985777066,127.53167399999998,24.503919699999997,1.032,18.05730795,1.060773217420826
17,17.544,0.3219751172621002,127.574742,26.380785400000004,1.032,15.1438669,1.85014948
18,18.576,0.2598769614266195,75.774076,48.899421999999994,1.032,10.553498715,0.6032037013333591
19,19.608,0.3296355528390795,89.01411900000001,31.485557,1.032,20.46648525,1.223939993755031
20,20.64,0.494843297846318,118.897798,23.703813200000003,1.032,17.292360700000003,1.704123781861445
21,21.672,0.4041748117962827,83.11417300000001,18.0139754,1.032,16.584584,0.7507783975719527
22,22.704,0.26799209721921513,90.2763,20.4101139,1.032,9.83319548,0.6220903118470432
23,23.736,0.30809413012425957,102.64765699999998,20.3249695,1.032,19.73978675,0.9683217235059962
24,24.768,0.2756556904365807,102.414927,26.5617561,1.032,18.2074891,1.03346994
25,25.8,0.301854632721081,89.30797299999999,19.816718999999996,1.032,20.707170249999997,0.6953206259585741
26,26.832,0.264041889096049,58.324432,11.7503231,1.032,28.7327829,2.174208354702434
27,27.864,0.35903318483482477,97.383223,26.332208100000003,1.032,17.994076800000002,0.8629028620893452
28,28.896,0.29403947276517667,66.803056,29.0236473,1.032,31.5738464,1.2374865194520877
29,29.928,0.4166001267160741,87.82571600000001,20.045046000000003,1.032,20.0531527,0.686334412703478
30,30.96,0.30811307596657694,56.48494,27.285450200000003,1.032,21.65018,2.1327787715198645
31,31.992,0.338764291195653,89.685595,25.0851268,1.032,17.373747750000003,0.8157577607307854
32,33.024,0.4266414231442663,88.40876199999998,17.1367831,1.032,14.75769605,0.5896694354569532
33,34.056,0.24756216392034597,116.845593,23.4459158,1.0319999999999965,100.235183,8.7127415
34,35.088,0.3535578364051124,31.0270826,32.727991100000004,1.0320000000000036,16.71739735,0.7126080246549898
35,36.12,0.3011157448707046,46.15787,40.489655,1.0319999999999965,20.0458859,0.9567475350658702
36,37.152,0.3808303764209289,88.203745,17.683706,1.0320000000000036,28.81457325,2.163267873625404
37,38.184,0.4879691147255083,86.077614,16.2848359,1.0319999999999965,24.17383715,1.0088286928575545
38,39.216,0.36899554025336145,92.95584,17.797917599999998,1.0320000000000036,16.4875108,0.6424801408425115
39,40.248,0.40844078395807126,87.89379600000001,23.279574900000004,1.0319999999999965,15.971161,0.6980018391369751
40,41.28,0.3374286093122803,89.14872499999998,21.2720289,1.0320000000000036,19.2713575,1.107659150673129
41,42.312,0.42540994339363897,73.01432000000001,14.1880237,1.0319999999999965,21.652078099999997,0.7148847289188787
42,43.344,0.45034582952364965,67.073008,13.0047304,1.0320000000000036,16.8498148,0.6337554289897773
43,44.376,0.5053519250516714,29.8771263,12.429965,1.0319999999999965,14.59290915,0.4778069720657512
