depth	min	max	median	mean
0	-61	-61	-61	-61
1	-59	-57	-58	-58
2	-56	-54	-55	-55
3	-53	-50	-52	-52
4	-51	-44	-48	-48
5	-46	-38	-43	-43
6	-42	-31	-38	-37
7	-37	-27	-33	-33
8	-34	-22	-28	-28
9	-29	-15	-23	-22
10	-25	-8	-17	-17
11	-19	-4	-12	-12
12	-15	2	-7	-6
13	-10	10	-1	0
14	-6	18	5	6
15	0	24	11	11
16	5	31	17	17
17	10	39	23	23
18	14	48	29	29
19	19	55	34	35
20	23	62	39	40
21	27	69	43	44
22	30	76	47	49
23	34	82	53	54
24	37	89	57	59
25	42	97	64	66
26	46	107	70	72
27	51	114	77	78
28	55	122	83	85
29	60	130	90	91
30	64	139	96	97
31	68	146	102	103
32	72	154	108	109
33	75	160	112	114
34	78	168	117	119
35	82	174	122	124
36	85	181	127	128
37	88	188	132	133
38	91	194	136	138
39	94	200	141	143
40	97	208	146	148
41	101	214	151	153
42	104	222	156	157
