depth	min	max	median	mean
0	-60	-60	-60	-60
1	-59	-57	-58	-58
2	-57	-53	-56	-56
3	-56	-50	-54	-54
4	-54	-46	-52	-51
5	-53	-45	-50	-50
6	-52	-44	-48	-48
7	-50	-41	-46	-46
8	-49	-39	-45	-44
9	-47	-37	-43	-43
10	-46	-35	-41	-41
11	-45	-33	-39	-39
12	-44	-31	-37	-38
13	-42	-29	-36	-36
14	-41	-27	-34	-34
15	-40	-25	-33	-33
16	-39	-23	-31	-31
17	-37	-21	-29	-29
18	-36	-18	-27	-27
19	-35	-16	-25	-25
20	-34	-14	-23	-23
21	-33	-11	-20	-21
22	-32	-7	-19	-19
23	-31	-3	-16	-17
24	-30	1	-14	-15
25	-29	7	-13	-13
26	-28	14	-11	-10
27	-27	20	-9	-7
28	-26	28	-7	-5
29	-25	34	-6	-2
30	-24	40	-4	0
31	-23	45	-2	2
32	-22	50	-1	4
33	-21	55	1	6
34	-20	60	2	8
35	-19	66	4	11
36	-19	72	5	13
37	-18	78	7	16
38	-17	84	8	18
39	-16	90	10	20
40	-16	97	11	23
41	-15	102	12	25
42	-15	109	14	28
43	-14	116	15	30
44	-13	121	16	33
45	-13	127	18	35
46	-13	133	19	38
47	-12	138	20	40
48	-12	145	21	43
49	-11	151	23	45
50	-11	158	24	47
