labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.03,206.5833337465,16.7333333668,2
2,4,0.08,157.3500003147,10.6333333546,2
3,6,0.08,245.1000004902,11.616666689899995,2
4,8,0.08,184.88333370309996,9.9666666866,2
5,10,0.13,212.7166670921,9.5833333525,2
6,12,0.17,186.66666704,7.900000015799999,2
7,14,0.13,196.3500003927,9.2666666852,2
8,16,0.15,205.1166670769,9.750000019499998,2
9,18,0.16,232.5166671317,10.8000000216,2
10,20,0.17,198.1500003963,9.1500000183,2
11,22,0.14,206.9500004139,9.3833333521,2
12,24,0.11,195.4666670576,9.1833333517,2
13,26,0.13,253.41666717349997,11.883333357099998,2
14,28,0.13,286.6166672399,11.9333333572,2
15,30,0.11,298.45000059689994,12.500000025,2
16,32,0.13,269.33333387199997,12.166666691,2
17,34,0.11,286.06666723880005,12.1833333577,2
18,36,0.13,234.3833338021,11.1333333556,2
19,38,0.14,228.4666671236,8.9166666845,2
20,40,0.19,154.35000030869998,6.1166666789,2
21,42,0.2,142.5166669517,7.033333347399999,2
22,44,0.17,167.88333366909998,7.4333333482,2
23,46,0.2,120.9833335753,6.5166666797,2
24,48,0.21,114.2000002284,6.4500000128999995,2
