depth	min	max	median	mean
0	-68	-68	-68	-68
1	-67	-66	-66	-66
2	-66	-64	-64	-64
3	-65	-62	-62	-62
4	-64	-60	-60	-61
5	-62	-58	-59	-59
6	-61	-56	-57	-57
7	-60	-54	-55	-55
8	-58	-52	-53	-53
9	-56	-50	-51	-51
10	-55	-48	-49	-50
11	-53	-46	-47	-48
12	-52	-44	-46	-46
13	-50	-42	-44	-44
14	-48	-40	-42	-42
15	-46	-38	-40	-40
16	-44	-36	-38	-39
17	-42	-34	-37	-37
18	-40	-32	-35	-35
19	-38	-31	-33	-33
20	-37	-29	-31	-31
21	-35	-27	-29	-30
22	-33	-25	-28	-28
23	-31	-23	-26	-26
24	-29	-21	-24	-24
25	-27	-20	-22	-22
26	-25	-18	-21	-21
27	-23	-16	-19	-19
28	-21	-14	-17	-17
29	-19	-12	-15	-15
30	-17	-10	-13	-13
31	-16	-6	-12	-11
32	-14	-2	-10	-10
33	-12	3	-8	-8
34	-11	8	-6	-6
35	-9	13	-5	-4
36	-8	19	-3	-2
37	-6	25	-1	0
38	-5	30	0	2
39	-3	35	2	4
40	-2	41	4	6
41	-1	46	5	8
42	1	52	7	10
43	2	57	9	12
44	3	62	10	14
45	5	68	12	16
46	6	73	13	18
47	7	78	15	20
48	9	83	17	22
49	10	89	18	24
50	11	94	20	26
51	12	99	22	28
52	13	104	23	30
53	14	110	25	32
54	15	115	26	34
55	17	120	28	36
56	18	126	30	37
57	19	131	31	39
58	20	136	33	41
59	21	141	34	43
60	22	146	36	45
61	22	151	37	47
62	23	157	39	49
63	24	162	41	50
64	25	168	42	52
65	26	173	44	54
66	27	178	45	56
67	27	183	47	58
68	28	189	48	60
69	29	194	50	61
70	30	199	51	63
71	30	204	53	65
72	31	210	54	67
73	31	215	56	68
74	32	220	57	70
75	33	225	59	72
76	33	231	60	74
77	34	236	62	75
78	34	242	63	77
79	35	247	64	79
80	35	252	66	81
81	36	257	67	82
82	36	262	69	84
