depth	min	max	median	mean
0	-65	-65	-65	-65
1	-60	-59	-60	-60
2	-59	-57	-58	-58
3	-58	-56	-57	-57
4	-56	-55	-56	-56
5	-55	-53	-54	-54
6	-52	-50	-51	-51
7	-50	-47	-49	-49
8	-48	-45	-46	-46
9	-46	-42	-44	-44
10	-43	-40	-41	-41
11	-40	-36	-38	-38
12	-36	-31	-34	-34
13	-29	-24	-27	-27
14	-24	-18	-21	-21
15	-20	-13	-17	-17
16	-17	-9	-13	-13
17	-13	-4	-9	-9
18	-9	2	-4	-4
19	-4	9	2	2
20	1	17	8	8
21	5	25	14	14
22	8	31	18	18
23	11	37	23	23
24	14	43	26	27
25	17	48	30	31
26	20	56	36	36
27	24	65	42	42
28	26	73	46	47
29	28	78	49	50
30	30	84	52	53
