depth	min	max	median	mean
0	-67	-67	-67	-67
1	-64	-62	-63	-63
2	-60	-57	-59	-59
3	-56	-52	-54	-54
4	-52	-46	-50	-50
5	-49	-41	-45	-45
6	-45	-36	-41	-41
7	-42	-32	-37	-37
8	-38	-26	-33	-33
9	-35	-21	-29	-29
10	-31	-15	-25	-24
11	-28	-11	-21	-21
12	-25	-6	-17	-17
13	-22	-2	-14	-14
14	-20	3	-11	-11
15	-18	7	-8	-7
16	-15	11	-5	-4
17	-13	16	-2	-1
18	-11	21	1	2
19	-9	26	4	5
20	-7	32	8	9
21	-5	37	11	12
22	-2	43	15	16
23	0	48	18	19
24	2	54	22	23
25	4	60	25	27
26	5	66	29	30
27	7	72	32	34
28	8	78	36	38
29	10	85	39	41
30	11	92	43	45
31	12	100	46	48
32	13	107	49	52
