labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.12,224.16666711499997,15.666666697999997,2,-3.666666674,4.000000008
2,4,0.1448087431693989,196.833333727,13.833333361,2,-3.166666673,3.5000000069999997
3,6,0.11,158.000000316,12.666666692,2,16.333333365999998,5.833333345
4,8,0.11,122.166666911,9.833333353,2,11.66666669,4.3333333419999995
5,10,0.12,109.666666886,12.166666691,2,23.833333380999996,6.500000013
6,12,0.13,66.500000133,10.000000019999998,2,30.333333394,6.000000011999999
7,14,0.23,36.66666674,3.833333341,2,28.500000057,2.666666672
8,16,0.19,25.833333385,7.166666681,2,30.166666727,5.000000009999999
9,18,0.29741145236227595,31.500000062999995,7.166666681,2,26.000000052,4.666666676
10,20,0.33813541881045484,26.000000052,4.3333333419999995,2,23.833333380999996,2.8333333389999997
13,32,0.444695055936485,17.000000034,2.000000004,2,31.000000062,1.66666667
