depth	min	max	median	mean
0	-65	-65	-65	-65
1	-63	-61	-62	-62
2	-60	-57	-59	-59
3	-58	-53	-55	-55
4	-55	-48	-52	-52
5	-53	-44	-48	-48
6	-51	-39	-45	-45
7	-49	-35	-41	-41
8	-47	-31	-38	-38
9	-44	-26	-34	-35
10	-42	-21	-31	-31
11	-40	-16	-27	-27
12	-38	-10	-23	-24
13	-36	-4	-19	-20
14	-34	2	-15	-16
15	-32	7	-12	-12
16	-31	14	-8	-8
17	-29	20	-4	-4
18	-27	27	0	0
19	-25	34	3	4
20	-24	41	7	7
21	-22	47	11	11
22	-21	54	15	15
23	-20	62	18	19
24	-18	68	22	23
25	-17	75	25	26
26	-16	82	29	30
27	-14	90	32	34
28	-13	97	36	37
29	-12	105	39	41
30	-11	113	42	45
31	-10	122	46	48
32	-9	131	48	52
