labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.21,160.666666988,19.000000038,2
2,4,0.21,218.833333771,24.500000049,2
3,6,0.21,233.66666713399997,25.166666717,2
4,10,0.21,279.500000559,30.00000006,2
5,14,0.21,291.33333391599996,31.333333395999993,2
6,18,0.28,288.000000576,32.166666731,2
7,22,0.2672727272727273,296.83333392699996,33.000000066,2
8,30,0.24181818181818182,153.33333363999998,17.333333367999998,2
9,40,0.21,186.66666704,22.000000044,2
10,52,0.207,70.500000141,9.666666686,2
11,62,0.20450000000000002,32.333333398,35.333333404,2
12,80,0.2,22.000000044,10.166666687,2
13,100,0.25,32.000000064,15.666666697999997,2
