depth	min	max	median	mean
0	-66	-66	-66	-66
1	-64	-63	-64	-64
2	-62	-61	-62	-62
3	-60	-59	-60	-60
4	-58	-56	-58	-57
5	-56	-54	-55	-55
6	-54	-52	-53	-53
7	-53	-50	-51	-51
8	-51	-47	-49	-49
9	-49	-45	-47	-47
10	-47	-43	-45	-45
11	-45	-41	-43	-43
12	-43	-39	-41	-41
13	-41	-37	-39	-39
14	-40	-35	-37	-37
15	-38	-33	-36	-35
16	-36	-31	-34	-34
17	-34	-29	-32	-32
18	-32	-27	-30	-30
19	-31	-25	-28	-28
20	-29	-23	-26	-26
21	-27	-21	-24	-24
22	-25	-20	-22	-22
23	-24	-18	-21	-21
24	-22	-16	-19	-19
25	-20	-14	-17	-17
26	-19	-12	-15	-15
27	-17	-10	-14	-14
28	-16	-8	-12	-12
29	-14	-7	-10	-10
30	-13	-5	-8	-9
31	-11	-3	-7	-7
32	-10	-1	-5	-5
33	-9	1	-4	-4
34	-8	3	-2	-2
35	-7	5	0	-1
36	-6	7	1	1
