labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.268964781,103.14459008713229,55.73973487185162,2
2,4,0.483859322,76.51951579462016,41.35144188669076,2
3,6,0.347198277,68.83089049583752,37.19647907845114,2
4,8,0.413293557,51.436221691811554,27.79633287106383,2
5,10,0.41479315,44.69364916749744,24.152620636209676,2
6,12,0.471692811,52.25538835033879,28.23901369730587,2
7,16,0.446426079,39.94018719924407,21.58383142865116,2
8,20,0.413576499,35.20672257411911,19.025848862557577,2
9,24,0.358657433,26.536894327259315,14.340640191349298,2
10,28,0.359223317,27.93370339253884,15.095481205303674,2
11,32,0.370399531,23.202725408548933,12.538842429683948,2
12,36,0.407351772,21.014706390175142,11.356428501084322,2
