labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.26,76.33333348599999,11.333333356,2
2,4,0.26,75.16666681699999,12.166666691,2
3,6,0.26,64.500000129,12.333333358,2
4,10,0.26,75.333333484,11.333333356,2
5,14,0.26,44.500000089,10.666666688,2
6,18,0.56,51.000000101999994,10.000000019999998,2
7,20,0.5833333333333334,40.166666747,10.833333355,2
8,22,0.6066666666666667,24.000000047999997,8.000000016,2
9,24,0.63,15.166666697,8.33333335,2
10,40,0.49,22.166666711,9.000000018,2
11,52,0.526,49.333333432,10.833333355,2
12,60,0.55,24.666666716,5.500000011,2
13,80,0.62,8.000000016,9.166666685,2
14,100,0.56,16.6666667,9.333333352,2
