depth	min	max	median	mean
0	-66	-66	-66	-66
1	-66	-65	-65	-65
2	-65	-63	-63	-64
3	-63	-61	-62	-62
4	-62	-60	-61	-61
5	-60	-58	-59	-59
6	-58	-56	-57	-57
7	-56	-54	-55	-55
8	-53	-51	-52	-52
9	-52	-49	-50	-50
10	-49	-46	-48	-48
11	-47	-44	-45	-45
12	-45	-42	-43	-43
13	-43	-40	-42	-42
14	-41	-37	-39	-39
15	-38	-34	-36	-36
16	-36	-31	-34	-34
17	-34	-30	-32	-32
18	-33	-28	-30	-30
19	-31	-27	-29	-29
20	-30	-24	-27	-27
21	-27	-21	-24	-24
22	-24	-18	-21	-21
23	-22	-16	-19	-19
24	-21	-14	-17	-17
25	-19	-12	-16	-16
26	-17	-9	-13	-13
27	-15	-7	-11	-11
28	-13	-5	-10	-10
29	-12	-3	-8	-8
30	-8	1	-4	-4
31	-6	4	-1	-1
32	-3	8	2	2
33	-1	11	4	4
34	1	14	6	7
35	5	19	11	11
36	8	25	15	16
37	13	31	20	20
38	16	35	23	24
39	18	38	26	26
40	23	45	31	32
41	29	53	38	39
42	31	58	41	42
43	34	63	45	45
44	37	68	49	50
45	45	76	57	58
46	55	84	67	68
47	57	88	70	70
48	59	92	72	73
49	62	97	76	77
50	65	102	80	81
51	67	106	83	84
52	70	111	87	88
53	73	118	91	92
54	77	124	96	97
55	81	131	101	102
56	85	137	106	107
57	89	144	112	113
58	93	150	117	118
59	97	156	123	124
60	102	162	128	129
61	106	168	134	135
62	110	174	139	140
63	114	180	144	145
64	119	186	149	150
65	123	192	155	155
66	128	198	160	161
67	133	204	165	166
68	137	209	170	171
69	141	216	175	176
70	146	222	180	181
71	150	228	185	186
72	154	233	190	191
73	158	239	195	196
74	162	245	200	201
75	166	251	205	206
76	170	257	210	211
77	174	262	216	216
78	179	268	221	221
