labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.08,300.061936818,10.333333354,2
2,4,0.19,225.895270003,8.833333351,2
3,6,0.11,152.72860319,9.166666685,2
4,8,0.19,190.061936598,9.500000019,2
5,10,0.26,189.061936596,9.666666686,2
6,12,0.21,171.561936561,8.500000017,2
7,14,0.24,78.561936375,4.833333343,2
8,16,0.29,78.728603042,5.333333344,2
9,18,0.27,81.561936381,5.166666676999999,2
10,20,0.17,55.728602996000006,4.000000008,2
11,22,0.21,47.228602979,3.5000000069999997,2
12,24,0.44,43.895269639000006,4.000000008,2
13,26,0.22,44.728602974,4.166666675,2
14,28,0.28,37.061936292,3.5000000069999997,2
15,30,0.26,44.561936307,3.33333334,2
16,32,0.25,50.728602986,3.5000000069999997,2
17,34,0.19,36.895269625,3.33333334,2
18,36,0.28,22.72860293,1.166666669,2
19,38,0.13,26.228602937,2.000000004,2
20,40,0.12,21.561936261,0.666666668,2
