depth	min	max	median	mean
0	-66	-66	-66	-66
1	-62	-61	-61	-61
2	-58	-56	-57	-57
3	-53	-50	-52	-52
4	-48	-44	-46	-46
5	-45	-40	-43	-43
6	-42	-37	-39	-39
7	-38	-32	-35	-35
8	-35	-27	-31	-31
9	-31	-22	-26	-26
10	-27	-16	-22	-21
11	-22	-10	-16	-16
12	-18	-3	-11	-11
13	-15	3	-7	-6
14	-12	9	-2	-2
15	-9	15	2	2
16	-7	21	6	6
17	-4	26	9	10
18	-2	31	13	13
19	0	37	17	17
20	3	43	20	21
21	5	50	25	25
22	7	57	29	30
23	9	63	33	33
24	11	70	36	37
25	13	77	40	41
26	14	84	44	45
27	16	92	47	49
28	17	100	51	53
29	19	108	55	57
30	20	118	58	61
