depth	min	max	median	mean
0	-66	-66	-66	-66
1	-65	-64	-64	-64
2	-64	-60	-63	-62
3	-63	-57	-61	-61
4	-62	-56	-60	-60
5	-61	-55	-59	-59
6	-60	-54	-58	-58
7	-59	-52	-57	-56
8	-58	-49	-55	-55
9	-57	-47	-53	-53
10	-55	-45	-52	-51
11	-54	-43	-50	-50
12	-52	-41	-48	-48
13	-51	-39	-47	-46
14	-49	-38	-45	-44
15	-48	-36	-43	-43
16	-46	-33	-41	-41
17	-45	-31	-39	-39
18	-43	-29	-38	-37
19	-41	-28	-36	-35
20	-40	-26	-34	-34
21	-38	-23	-32	-32
22	-37	-20	-30	-29
23	-35	-17	-28	-27
24	-33	-15	-26	-25
25	-31	-13	-24	-23
26	-29	-12	-22	-21
27	-27	-10	-20	-20
28	-25	-8	-18	-18
29	-24	-6	-16	-16
30	-22	-4	-14	-14
31	-19	-3	-12	-12
32	-17	-1	-10	-10
33	-15	2	-8	-7
34	-12	7	-4	-4
35	-9	12	0	0
36	-6	14	3	3
37	-3	16	5	6
38	0	18	8	8
39	2	21	11	11
40	5	26	15	15
41	8	30	18	18
42	11	32	21	21
43	14	35	24	24
44	17	38	27	27
45	21	42	31	31
46	25	48	36	36
47	29	56	43	43
48	34	73	52	52
49	40	87	61	62
50	45	96	68	69
51	49	105	74	75
