depth	min	max	median	mean
0	-65	-65	-65	-65
1	-64	-64	-64	-64
2	-63	-62	-62	-62
3	-61	-60	-60	-60
4	-59	-58	-58	-58
5	-55	-54	-55	-55
6	-52	-51	-51	-51
7	-50	-48	-49	-49
8	-48	-46	-47	-47
9	-46	-44	-45	-45
10	-43	-40	-42	-42
11	-40	-37	-38	-38
12	-35	-32	-34	-34
13	-31	-27	-29	-29
14	-27	-23	-25	-25
15	-25	-20	-22	-22
16	-20	-15	-18	-18
17	-17	-11	-14	-14
18	-13	-7	-10	-10
19	-9	-1	-5	-5
20	-5	3	-1	-1
21	-2	7	3	3
22	4	14	9	9
23	12	27	19	19
24	18	35	27	27
25	24	44	34	34
26	28	50	39	39
27	31	57	44	44
28	36	65	50	50
29	39	71	55	55
30	44	80	61	61
31	46	86	65	65
32	48	92	68	69
33	51	99	73	74
34	54	107	79	79
35	58	114	84	84
36	62	121	89	90
