labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,1,0.14,136.333333606,7.500000015,1,4.166666675,1.833333337
2,2,0.14,144.000000288,7.500000015,1,8.500000017,1.833333337
3,3,0.16,158.83333365099998,8.500000017,1,12.000000023999998,2.166666671
4,4,0.16,175.833333685,7.000000013999999,1,NA,NA
5,5,0.17,240.50000048099997,8.833333351,1,9.166666685,1.833333337
6,6,0.17,198.500000397,8.666666683999999,1,NA,NA
7,7,0.15,150.50000030099997,6.833333347,1,9.166666685,2.000000004
8,8,0.15,125.00000025,7.833333348999998,1,9.666666686,1.833333337
9,9,0.16,122.83333357899998,5.833333345,1,10.333333354,1.5000000029999998
10,10,0.16,147.000000294,8.33333335,1,8.166666682999999,2.000000004
11,11,0.14,174.500000349,10.333333354,1,12.333333358,2.333333338
12,12,0.14,196.66666706,7.833333348999998,1,9.166666685,1.833333337
13,13,0.16,169.666667006,10.500000021,1,7.000000013999999,3.5000000069999997
14,14,0.16,109.500000219,6.000000011999999,1,13.33333336,1.66666667
15,15,0.12,84.33333350199999,7.000000013999999,1,9.000000018,2.000000004
16,16,0.12,158.33333365,8.166666682999999,1,16.166666699,2.166666671
17,17,0.11,120.00000024,7.833333348999998,1,19.666666705999997,2.5000000049999995
18,18,0.11,109.666666886,8.000000016,1,20.833333375,2.666666672
19,19,0.14,99.50000019899998,5.6666666779999995,1,18.33333337,2.000000004
20,20,0.14,73.33333348,4.000000008,1,10.833333355,1.333333336
21,21,0.12,58.33333345,4.000000008,1,12.333333358,1.5000000029999998
22,22,0.12,128.50000025699998,11.500000023,1,25.166666717,4.166666675
23,23,0.16,97.000000194,4.500000009,1,10.833333355,1.166666669
24,24,0.16,56.33333344599999,6.833333347,1,16.500000033,2.8333333389999997
25,25,0.18,43.166666752999994,4.500000009,1,10.833333355,1.333333336
26,26,0.18,28.333333389999996,5.166666676999999,1,8.000000016,1.5000000029999998
27,27,0.16,29.833333392999997,4.666666676,1,15.500000031,1.833333337
28,28,0.16,33.166666733,5.000000009999999,1,9.833333353,1.333333336
29,29,0.2,19.166666704999997,2.8333333389999997,1,11.333333356,1.333333336
30,30,0.2,29.666666726,3.5000000069999997,1,14.166666694999998,1.333333336
31,32,0.23,18.000000036,2.000000004,2,14.333333362,0.833333335
32,34,0.23,23.000000046,2.333333338,2,14.666666695999998,0.833333335
33,36,0.22,28.000000056,3.0000000059999996,2,15.833333364999998,1.000000002
