depth	min	max	median	mean
0	-59	-59	-59	-59
1	-57	-56	-56	-56
2	-55	-52	-54	-54
3	-53	-48	-52	-51
4	-53	-42	-49	-49
5	-51	-41	-48	-47
6	-50	-39	-46	-46
7	-49	-38	-45	-44
8	-47	-35	-43	-42
9	-46	-34	-42	-41
10	-45	-33	-41	-40
11	-44	-31	-39	-38
12	-43	-29	-37	-37
13	-41	-26	-35	-34
14	-39	-24	-32	-32
15	-36	-22	-30	-30
16	-34	-19	-28	-28
17	-33	-17	-26	-26
18	-32	-15	-25	-24
19	-29	-12	-22	-22
20	-27	-9	-19	-19
21	-24	-4	-15	-15
22	-21	1	-11	-11
23	-17	6	-6	-6
24	-13	12	-2	-1
25	-8	24	6	6
26	-3	37	13	14
27	2	44	20	21
28	7	53	26	27
29	11	63	33	34
30	16	75	41	42
31	20	82	47	48
32	24	92	53	54
33	28	99	58	60
34	31	107	63	65
35	34	114	68	70
36	38	122	73	75
37	41	128	78	80
38	44	135	83	84
39	47	140	88	89
40	50	148	92	94
