depth	min	max	median	mean
0	-59	-59	-59	-59
1	-58	-58	-58	-58
2	-58	-58	-58	-58
3	-57	-57	-57	-57
4	-56	-56	-56	-56
5	-55	-55	-55	-55
6	-54	-54	-54	-54
7	-54	-53	-53	-53
8	-53	-52	-52	-52
9	-52	-51	-51	-51
10	-51	-50	-50	-50
11	-49	-49	-49	-49
12	-48	-47	-48	-48
13	-47	-46	-46	-46
14	-46	-45	-45	-45
15	-44	-43	-43	-43
16	-42	-40	-41	-41
17	-40	-39	-39	-39
18	-38	-37	-37	-37
19	-36	-34	-35	-35
20	-34	-32	-33	-33
21	-32	-29	-31	-31
22	-30	-27	-28	-28
23	-27	-25	-26	-26
24	-25	-22	-23	-23
25	-22	-19	-21	-21
26	-20	-16	-18	-18
27	-16	-12	-14	-14
28	-12	-7	-9	-9
29	-6	-1	-4	-4
30	-1	5	2	2
31	4	11	7	7
32	9	17	12	12
33	14	24	19	19
34	20	31	25	25
35	27	42	34	34
36	34	53	42	42
37	41	67	52	52
38	49	82	62	62
39	59	99	77	77
40	70	118	92	92
41	73	127	97	98
42	76	138	103	104
43	79	145	107	108
44	81	153	111	113
45	84	160	116	118
46	86	168	121	122
47	89	173	125	127
48	92	180	129	131
49	94	185	134	135
50	97	193	138	140
51	100	199	143	144
52	102	206	147	149
53	104	212	151	153
54	107	218	156	157
55	110	224	160	162
56	113	231	164	166
