labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.3104,67.666666802,1.833333337,2,NA,NA
2,4,0.4154,68.500000137,1.333333336,2,NA,NA
3,6,0.5009,56.66666677999999,1.166666669,2,NA,NA
4,8,0.5364,53.833333441,1.000000002,2,NA,NA
5,10,0.3686,74.833333483,1.66666667,2,NA,NA
6,12,0.3168,86.33333350599999,1.66666667,2,NA,NA
7,14,0.2757,92.000000184,1.833333337,2,NA,NA
8,16,0.2978,114.33333356200001,2.000000004,2,NA,NA
9,18,0.3221,91.833333517,1.66666667,2,NA,NA
10,20,0.3591,94.000000188,1.66666667,2,NA,NA
11,22,0.5206,60.333333454,1.5000000029999998,2,24.000000047999997,1.5000000029999998
12,24,0.3907,73.666666814,1.66666667,2,20.833333375,1.66666667
13,26,0.4648,62.500000125,1.5000000029999998,2,26.166666719,1.66666667
14,28,0.4824,70.83333347499999,1.66666667,2,27.666666722,1.333333336
15,30,0.5214,67.500000135,1.833333337,2,23.833333380999996,1.66666667
16,32,0.4938,52.833333439,1.333333336,2,24.833333383,1.833333337
17,34,0.4532,50.666666768,1.5000000029999998,2,26.166666719,1.5000000029999998
18,36,0.4431,47.833333429,1.333333336,2,25.000000049999997,2.000000004
19,38,0.4677,37.166666741,1.000000002,2,22.500000045,1.5000000029999998
20,40,0.4955,36.833333407,1.000000002,2,22.333333378,1.833333337
21,42,0.462,24.166666715,0.666666668,2,23.166666713,1.833333337
22,44,0.4883,19.833333373,0.500000001,2,21.66666671,1.5000000029999998
23,46,0.5061,13.666666694,0.333333334,2,NA,NA
24,48,0.4543,15.166666697,0.333333334,2,NA,NA
25,50,0.5099,14.666666695999998,0.333333334,2,NA,NA
26,52,0.5031,14.000000028,0.500000001,2,NA,NA
27,54,0.5145,16.6666667,0.500000001,2,NA,NA
28,56,0.5079,23.000000046,0.666666668,2,NA,NA
