depth	min	max	median	mean
0	-65	-65	-65	-65
1	-63	-63	-63	-63
2	-61	-61	-61	-61
3	-59	-58	-58	-58
4	-56	-55	-55	-55
5	-53	-52	-52	-52
6	-50	-49	-49	-49
7	-46	-45	-46	-46
8	-43	-42	-43	-43
9	-41	-39	-40	-40
10	-38	-36	-37	-37
11	-34	-32	-33	-33
12	-30	-27	-29	-29
13	-27	-24	-25	-25
14	-25	-21	-23	-23
15	-22	-18	-20	-20
16	-20	-16	-18	-18
17	-17	-13	-15	-15
18	-13	-8	-10	-10
19	-7	-1	-3	-4
20	-2	5	1	1
21	1	8	5	5
22	3	11	8	7
23	5	14	10	10
24	7	15	11	11
25	8	17	13	13
26	10	20	16	16
27	14	25	20	20
28	18	31	25	25
29	24	40	33	33
30	31	52	43	43
31	34	58	47	47
32	37	64	52	51
33	41	72	57	57
34	44	81	63	63
35	46	90	68	68
36	49	98	72	73
37	51	105	76	77
38	52	111	80	80
39	55	118	83	84
40	57	125	87	88
