depth	min	max	median	mean
0	-65	-65	-65	-65
1	-62	-61	-61	-61
2	-59	-58	-58	-58
3	-56	-54	-55	-55
4	-52	-51	-52	-52
5	-48	-46	-47	-47
6	-45	-43	-44	-44
7	-42	-39	-41	-41
8	-39	-36	-37	-37
9	-35	-33	-34	-34
10	-32	-29	-30	-30
11	-27	-24	-25	-25
12	-23	-19	-21	-21
13	-17	-13	-15	-15
14	-11	-5	-8	-8
15	-6	1	-2	-2
16	-1	8	3	3
17	4	13	8	8
18	9	20	14	14
19	14	28	21	21
20	20	37	28	28
21	25	46	35	35
22	31	55	41	42
23	35	61	46	47
24	38	68	51	52
25	42	75	57	57
26	47	83	63	63
27	51	90	69	69
28	55	98	75	75
29	60	107	81	82
30	65	114	87	88
31	68	122	93	93
32	72	128	98	98
33	75	135	102	103
34	78	142	107	107
35	82	147	111	112
36	85	154	116	117
37	89	160	121	122
38	92	165	126	126
39	96	171	130	131
40	100	177	135	136
41	104	183	140	141
42	107	190	145	146
43	110	197	150	151
44	114	206	155	156
