depth	min	max	median	mean
0	-63	-63	-63	-63
1	-63	-62	-63	-62
2	-63	-61	-62	-62
3	-62	-57	-61	-60
4	-61	-53	-59	-59
5	-60	-49	-57	-57
6	-60	-43	-55	-54
7	-58	-40	-53	-52
8	-57	-35	-50	-49
9	-55	-32	-48	-47
10	-54	-28	-45	-44
11	-53	-25	-42	-41
12	-51	-21	-40	-39
13	-50	-18	-38	-37
14	-49	-16	-36	-35
15	-47	-13	-34	-33
16	-45	-10	-32	-30
17	-43	-7	-29	-28
18	-41	-4	-26	-25
19	-39	-2	-24	-23
20	-37	1	-21	-20
21	-35	4	-19	-18
22	-33	8	-16	-15
23	-31	10	-14	-13
24	-29	13	-11	-10
25	-26	17	-8	-7
26	-24	21	-6	-4
27	-22	24	-2	-1
28	-19	28	1	2
29	-15	34	5	6
30	-12	40	10	11
31	-8	44	13	15
32	-5	48	17	18
33	-2	54	22	23
34	1	61	26	28
35	4	66	31	32
36	7	72	35	36
37	11	77	40	42
38	15	83	46	47
39	19	88	50	51
40	23	93	55	55
41	26	97	59	60
42	30	102	63	64
43	34	106	67	68
44	37	111	71	72
45	41	115	75	76
46	44	119	79	80
47	48	123	83	84
48	52	127	87	88
49	56	131	91	92
50	59	136	95	96
51	63	139	99	100
52	66	144	103	104
53	70	147	107	108
54	73	151	111	112
55	76	155	115	115
56	79	159	118	118
57	83	163	122	122
58	86	167	126	126
59	90	170	130	130
60	93	175	134	134
61	97	178	138	138
62	101	182	142	142
63	104	185	146	145
64	107	190	149	149
65	111	193	153	153
66	115	197	157	157
67	119	201	161	161
68	123	205	165	165
69	126	209	169	168
70	130	213	172	172
71	134	216	176	176
72	137	219	180	180
73	141	222	184	184
74	144	226	188	187
75	147	229	192	191
76	151	233	196	195
77	155	236	200	199
78	159	240	204	203
79	162	243	208	207
80	166	247	212	211
81	170	250	216	214
82	174	253	220	218
83	178	256	224	222
84	182	260	228	226
85	186	263	232	230
86	190	266	236	234
87	194	269	240	238
88	198	273	244	242
